,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
4461,une femme de ménage,2002-11-13,Comédie dramatique,1h 28min,Claude Berri,Claude Berri,"Jean-Pierre Bacri, Emilie Dequenne, Brigitte Catillon",France,Pathé,Box Office France,277359,"4,0","2,5",58705.0,0
4462,augustine,2012-11-07,Drame,1h 42min,Alice Winocour,Alice Winocour,"Vincent Lindon,  Soko, Chiara Mastroianni",France,ARP Sélection,Box Office France,67617,"3,9","2,6",812568.0,0
4463,djam,2017-08-09,Drame,1h 36min,Tony Gatlif,Tony Gatlif,"Daphne Patakia, Simon Abkarian, Maryne Cayon",France,Les Films du Losange,Box Office France,30200,"3,4","3,8",186051.0,0
4464,hellboy ii : the golden army,2008-10-29,"Fantastique, Action",1h 59min,Guillermo del Toro,"Mike Mignola, Guillermo del Toro","Ron Perlman, Selma Blair, Doug Jones",U.S.A.,Universal Pictures International France,Box Office France,408413,"3,7","3,4",686195.0,85000000
4465,villa amalia,2009-04-08,Drame,1h 31min,Benoit Jacquot,"Benoit Jacquot, Julien Boivent","Isabelle Huppert, Jean-Hugues Anglade, Xavier Beauvois",France,EuropaCorp Distribution,Box Office France,115777,"3,7","2,5",143524.0,0
4466,bienvenue chez les rozes,2003-04-02,Comédie,1h 30min,Francis Palluau,Francis Palluau,"Carole Bouquet, Lorànt Deutsch, Michel Duchaussoy",France,TFM Distribution,Box Office France,144758,"2,3","2,2",26603.0,0
4467,ramen teh,2018-10-03,Drame,1h 30min,Eric Khoo,"Tan Fong Cheng, Wong Kim Hoh","Takumi Saitoh, Jeanette Aw Ee-Ping, Mark Lee (III)",Japon,Art House / KMBO,Box Office France,29450,"3,5","3,9",275955.0,0
4469,nowhere boy,2010-12-08,"Biopic, Drame, Musical",1h 38min,Sam Taylor-Johnson,Matt Greenhalgh,"Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff",Grande-Bretagne,Mars Films,Box Office France,28879,"2,5","3,7",464306.0,0
4470,ma petite entreprise,1999-09-01,Comédie,1h 36min,Pierre Jolivet,"Pierre Jolivet, Simon Michaël","Vincent Lindon, François Berléand, Roschdy Zem",France,Bac Films,Box Office France,105862,"4,1","2,9",11228.0,0
4472,gaspard va au mariage,2018-01-31,"Comédie, Famille",1h 43min,Antony Cordier,Antony Cordier,"Félix Moati, Laetitia Dosch, Christa Théret",France,Pyramide Distribution,Box Office France,55175,"3,8","3,0",346995.0,0
4474,tous les soleils,2011-03-30,Comédie,1h 45min,Philippe Claudel,Philippe Claudel,"Stefano Accorsi, Clotilde Courau, Neri Marcorè",France,UGC Distribution,Box Office France,188591,"2,9","3,6",959720.0,0
4475,promare,2019-07-31,"Animation, Action, Science fiction",1h 51min,Hiroyuki Imaishi,Kazuki Nakashima,"Cédric Dumond, Kenichi Matsuyama, Donald Reignoux",Japon,Eurozoom,Box Office France,8508,"3,6","3,8",185308.0,0
4476,l'autre monde,2010-07-14,"Drame, Thriller",1h 40min,Gilles Marchand,"Gilles Marchand, Dominik Moll","Grégoire Leprince-Ringuet, Louise Bourgoin, Melvil Poupaud",France,Haut et Court,Box Office France,30364,"2,6","2,0",668304.0,0
4477,la gomera,2020-01-08,Thriller,1h 37min,Corneliu Porumboiu,Corneliu Porumboiu,"Vlad Ivanov, Catrinel Marlon, Rodica Lazar",Roumanie,Diaphana Distribution,Box Office France,34852,"3,6","2,6",188685.0,0
4478,le gendre de ma vie,2018-12-19,Comédie,1h 40min,François Desagnat,"François Desagnat, Thomas Ruat","Thomas Ruat, Kad Merad, Pauline Etienne",France,Pathé,Box Office France,140687,"2,4","2,2",441203.0,0
4479,baby phone,2017-03-08,Comédie,1h 25min,Olivier Casas,"Audrey Lanj, Olivier Casas","Medi Sadoun, Anne Marivin, Pascal Demolon",France,La Belle Company,Box Office France,58908,"2,5","2,4",176661.0,0
4480,all my life,2021-06-02,"Drame, Romance",1h 33min,Marc Meyers,Todd Rosenberg,"Jessica Rothe, Harry Shum Jr., Kyle Allen",U.S.A.,Universal Pictures International France,Box Office France,36,"3,0",--,15361.0,25000000
4481,marguerite & julien,2015-12-02,"Drame, Romance",1h 45min,Valérie Donzelli,"Jérémie Elkaïm, Valérie Donzelli","Anaïs Demoustier, Jérémie Elkaïm, Frédéric Pierrot",France,Wild Bunch Distribution,Box Office France,18024,"2,7","2,7",819431.0,0
4482,a walk among the tombstones,2014-10-15,"Thriller, Policier",1h 54min,Scott Frank,Scott Frank,"Liam Neeson, Dan Stevens, Boyd Holbrook",U.S.A.,Metropolitan FilmExport,Box Office France,110509,"3,3","3,1",292404.0,28000000
4483,one hour photo,2002-09-18,"Thriller, Drame",1h 38min,Mark Romanek,Mark Romanek,"Robin Williams, Connie Nielsen, Michael Vartan",U.S.A.,UFD,Box Office France,106000,"3,4","3,1",41986.0,12000000
4484,coldwater,2014-07-09,"Drame, Thriller",1h 48min,Vincent Grashaw,"Vincent Grashaw, Mark Penney","P.J. Boudousqué, James C. Burns, Chris Petrovski",U.S.A.,KMBO,Box Office France,34511,"2,9","3,9",363206.0,750000
4485,crime spree,2003-04-16,"Thriller, Action, Comédie",1h 39min,Brad Mirman,Brad Mirman,"Johnny Hallyday,  Renaud, Gérard Depardieu",France,Bac Films,Box Office France,179597,"2,6","1,8",26760.0,0
4486,38 témoins,2012-03-14,Drame,1h 44min,Lucas Belvaux,Lucas Belvaux,"Yvan Attal, Sophie Quinton, Nicole Garcia",France,Diaphana Distribution,Box Office France,104634,"3,5","2,6",656519.0,9317585
4487,my name is khan,2010-05-26,"Drame, Bollywood",2h 45min,Karan Johar,"Shibani Bathija, Niranjan Iyengar","Shah Rukh Khan, Kajol Devgn, Shane Harper",Inde,Twentieth Century Fox France,Box Office France,16556,"3,4","4,1",676941.0,12000000
4488,21 bridges,2020-01-01,"Thriller, Action",1h 41min,Brian Kirk (III),"Adam Mervis, Matthew Michael Carnahan","Chadwick Boseman, Sienna Miller, J.K. Simmons",U.S.A.,Metropolitan FilmExport,Box Office France,103460,"2,7","3,5",138860.0,33000000
4489,marie heurtin,2014-11-12,"Biopic, Drame",1h 35min,Jean-Pierre Améris,"Jean-Pierre Améris, Philippe Blasband","Isabelle Carré, Ariana Rivoire, Brigitte Catillon",France,Diaphana Distribution,Box Office France,83670,"3,7","4,1",452959.0,0
4491,les randonneurs à saint-tropez,2008-04-09,Comédie,1h 45min,Philippe Harel,"Philippe Harel, Eric Assous","Karin Viard, Géraldine Pailhas, Benoît Poelvoorde",France,TFM Distribution,Box Office France,233599,"2,2","1,4",302606.0,0
4493,mauvais esprit,2003-11-05,Comédie,1h 30min,Patrick Alessandrin,Laurent Chouchan,"Audrey Langle, Thierry Lhermitte, Ophélie Winter",France,Pathé,Box Office France,489107,"2,1","1,3",23586.0,0
4494,boudu,2005-03-09,Comédie,1h 44min,Gérard Jugnot,"Philippe Lopes-Curval, Gérard Jugnot","Cyril Brunet, Gérard Depardieu, Catherine Frot",France,Pathé,Box Office France,501196,"2,5","1,6",97951.0,0
4495,moonwalkers,2016-03-02,"Action, Comédie",1h 47min,Antoine Bardou-Jacquet,Dean Craig,"Rupert Grint, Ron Perlman, Robert Sheehan",France,Mars Films,Box Office France,13439,"2,9","3,4",263326.0,0
4496,les enfants du siècle,1999-09-22,"Comédie dramatique, Biopic, Historique",2h 15min,Diane Kurys,"François-Olivier Rousseau, Murray Head","Juliette Binoche, Benoît Magimel, Robin Renucci",France,Bac Films,Box Office France,170106,"2,8","3,1",25678.0,0
4497,tabu,2012-12-05,"Drame, Romance",1h 50min,Miguel Gomes,"Miguel Gomes, Mariana Ricardo","Teresa Madruga, Laura Soveral, Ana Moreira",France,Shellac,Box Office France,34237,"4,6","3,5",281974.0,0
4499,rendition,2008-01-09,"Thriller, Drame",2h 02min,Gavin Hood,Kelly Sane,"Jake Gyllenhaal, Reese Witherspoon, Meryl Streep",U.S.A.,Metropolitan FilmExport,Box Office France,85678,"2,9","3,1",241245.0,27500000
4501,orpheline,2017-03-29,Drame,1h 51min,Arnaud des Pallières,"Arnaud des Pallières, Christelle Berthevas","Adèle Haenel, Adèle Exarchopoulos, Solène Rigot",France,Le Pacte,Box Office France,39419,"3,2","2,6",301363.0,0
4502,les bien-aimés,2011-08-24,Comédie dramatique,2h 19min,Christophe Honoré,Christophe Honoré,"Chiara Mastroianni, Catherine Deneuve, Ludivine Sagnier",France,Le Pacte,Box Office France,109235,"3,7","3,3",1162655.0,8978040
4503,tu seras mon fils,2011-08-24,Drame,1h 42min,Gilles Legrand,"Gilles Legrand, Delphine De Vigan","Niels Arestrup, Lorànt Deutsch, Patrick Chesnais",France,Universal Pictures International France,Box Office France,257093,"2,8","3,9",1150781.0,0
4504,the lady,2011-11-30,"Biopic, Drame",2h 07min,Luc Besson,Rebecca Frayn,"Michelle Yeoh, David Thewlis, Benedict Wong",France,EuropaCorp Distribution,Box Office France,223314,"2,4","3,7",963747.0,0
4505,the company men,2011-03-30,Drame,1h 52min,John Wells,John Wells,"Tommy Lee Jones, Ben Affleck, Chris Cooper",U.S.A.,Gaumont Distribution,Box Office France,89737,"3,3","3,4",723949.0,15000000
4506,people jet set 2,2004-05-19,Comédie,1h 27min,Fabien Onteniente,"Fabien Onteniente, Emmanuel de Brantes","Rupert Everett, José Garcia, Ornella Muti",France,SND,Box Office France,413755,"2,6","0,9",32019.0,23000000
4509,new year's eve,2011-12-21,"Comédie, Romance",1h 58min,Garry Marshall,Katherine Fugate,"Robert De Niro, Ashton Kutcher, Zac Efron",U.S.A.,Warner Bros. France,Box Office France,232819,"1,5","2,6",1790826.0,56000000
4510,tokyo!,2008-10-15,"Comédie dramatique, Romance, Fantastique",1h 45min,Michel Gondry,"Leos Carax, Bong Joon Ho, Michel Gondry, Leos Carax","Ayako Fujitani, Ryô Kase, Ayumi Ito",France,Haut et Court,Box Office France,26708,"3,8","3,4",101797.0,0
4511,domino,2005-11-23,"Policier, Action, Drame",2h 08min,Tony Scott,"Richard Kelly, Steve Barancik","Keira Knightley, Mickey Rourke, Édgar Ramírez",France,Metropolitan FilmExport,Box Office France,119522,"3,1","2,7",27584.0,7800000
4512,tokyo shaking,2021-06-23,Drame,1h 41min,Olivier Peyon,"Olivier Peyon, Cyril Brody","Karin Viard, Stéphane Bak, Yumi Narita",France,Wild Bunch Distribution,Box Office France,24348,"3,2","2,8",50472.0,0
4513,la meute,2010-09-29,"Epouvante-horreur, Fantastique, Thriller",1h 25min,Franck Richard,Franck Richard,"Yolande Moreau, Emilie Dequenne, Benjamin Biolay",France,Luminor (La Fabrique),Box Office France,21898,"2,1","1,4",251965.0,0
4514,vers le sud,2006-01-25,Drame,1h 55min,Laurent Cantet,"Laurent Cantet, Robin Campillo","Charlotte Rampling, Karen Young, Louise Portal",France,Haut et Court,Box Office France,48171,"3,5","2,8",45469.0,0
4515,"thelma, louise et chantal",2010-03-03,Comédie,1h 30min,Benoît Pétré,Benoît Pétré,"Jane Birkin, Caroline Cellier, Catherine Jacob",France,La Fabrique 2,Box Office France,121039,"2,5","2,4",847220.0,0
4516,devil,2011-04-20,"Epouvante-horreur, Fantastique, Thriller",1h 20min,John Erick Dowdle,Brian Nelson,"Chris Messina, Logan Marshall-Green, Jenny O'Hara",U.S.A.,Universal Pictures International France,Box Office France,10803,"1,7","2,3",335910.0,10000000
4517,complices,2010-01-20,"Policier, Thriller",1h 33min,Frédéric Mermoud,"Frédéric Mermoud, Pascal Arnold","Gilbert Melki, Emmanuelle Devos, Nina Meurisse",Suisse,Pyramide Distribution,Box Office France,58878,"3,4","3,4",225616.0,0
4518,bokura no nanoka-kan sensô,2021-10-06,"Animation, Comédie dramatique",1h 28min,Yuta Murano,Ichiro Okouchi,"Mathieu Dupire, Takumi Kitamura, Clara Quilichini",Japon,Eurozoom,Box Office France,4600,"3,3","3,2",7009.0,Erreur lors de la requête API 2.
4520,sibel,2019-03-06,Drame,1h 35min,Çağla Zencirci,"Guillaume Giovanetti, Guillaume Giovanetti, Çağla Zencirci","Damla Sönmez, Emin Gürsoy, Erkan Kolçak Köstendil",Allemagne,Pyramide Distribution,Box Office France,29085,"3,6","3,8",332396.0,0
4523,lakeview terrace,2008-10-01,"Drame, Thriller, Policier",1h 51min,Neil LaBute,"David Loughery, Howard Korder","Samuel L. Jackson, Kerry Washington, Patrick Wilson",U.S.A.,Sony Pictures Releasing France,Box Office France,140811,"2,8","2,6",284627.0,20000000
4524,r.v. : runaway vacation,2006-07-19,"Comédie, Aventure, Famille",1h 38min,Barry Sonnenfeld,"Geoff Rodkey, Lowell Ganz","Robin Williams, Cheryl Hines, Hunter Parrish",U.S.A.,Gaumont Columbia Tristar Films,Box Office France,55491,"2,3","2,0",148651.0,Erreur lors de la requête API 2.
4525,un conte de noël,2008-05-21,Comédie dramatique,2h 32min,Arnaud Desplechin,"Arnaud Desplechin, Emmanuel Bourdieu","Catherine Deneuve, Jean-Paul Roussillon, Anne Consigny",France,Bac Films,Box Office France,142865,"4,4","3,3",255843.0,0
4526,le fidèle,2017-11-01,"Drame, Policier",2h 10min,Michaël R. Roskam,"Michaël R. Roskam, Thomas Bidegain","Matthias Schoenaerts, Adèle Exarchopoulos, Jean-Benoît Ugeux",Belgique,Pathé,Box Office France,33044,"2,9","3,0",340182.0,9229904
4527,un baiser papillon,2011-06-01,Comédie dramatique,1h 41min,Karine Silla,Karine Silla,"Vincent Perez, Valeria Golino, Elsa Zylberstein",France,EuropaCorp Distribution,Box Office France,47715,"2,2","2,7",380082.0,3500000
4528,fritzi - eine wendewundergeschichte,2021-07-07,"Animation, Famille, Historique",1h 26min,Ralf Kukula,"Matthias Bruhn, Beate Völcker","Ali Lyons, Oisin Conroy, Lucy Carolan",Allemagne,Septième Factory,Box Office France,631,"3,3","3,2",8943.0,0
4529,gerontophilia,2014-03-26,"Comédie, Romance",1h 22min,Bruce LaBruce,"Bruce LaBruce, Daniel Allen Cox","Pier-Gabriel Lajoie, Walter Borden, Katie Boland",Canada,Epicentre Films,Box Office France,10544,"3,5","3,2",244200.0,0
4530,vampires suck,2010-11-24,Comédie,1h 22min,Jason Friedberg,"Aaron Seltzer, Jason Friedberg, Aaron Seltzer","Jenn Proske, Matt Lanter, Ken Jeong",U.S.A.,Twentieth Century Fox France,Box Office France,124317,"1,6","1,6",1676581.0,20000000
4531,un rubio,2020-07-01,"Drame, Romance",1h 51min,Marco Berger,Marco Berger,"Gaston Re, Alfonso Barón, Malena Irusta",Argentine,Optimale Distribution,Box Office France,3578,"3,3","3,3",35203.0,0
4532,cutterhead,2020-07-15,"Thriller, Drame",1h 24min,Rasmus Kloster Bro,"Rasmus Kloster Bro, Mikkel Bak Sørensen","Christine Sønderris, Samson Semere Russom, Kresimir Mikic",Danemark,Damned Distribution,Box Office France,9362,"3,6","3,2",176717.0,0
4534,le ciel étoilé au-dessus de ma tête,2018-05-23,Comédie,1h 17min,Ilan Klipper,Ilan Klipper,"Laurent Poitrenaux, Camille Chamoux, Marilyne Canto",France,Stray Dogs Distribution,Box Office France,6963,"3,4","3,1",125857.0,0
4535,vous ne désirez que moi,2022-02-09,Drame,1h 35min,Claire Simon,Claire Simon,"Swann Arlaud, Emmanuelle Devos, Christophe Paou",France,Dulac Distribution,Box Office France,22526,"3,6","3,0",126488.0,0
4536,cessez-le-feu,2017-04-19,Drame,1h 43min,Emmanuel Courcol,Emmanuel Courcol,"Romain Duris, Céline Sallette, Grégory Gadebois",France,Le Pacte,Box Office France,50556,"3,4","3,4",374764.0,0
4537,sweet home alabama,2002-12-11,"Romance, Comédie",1h 49min,Andy Tennant,"Douglas J. Eboch, C. Jay Cox","Reese Witherspoon, Josh Lucas, Patrick Dempsey",U.S.A.,86 639 entrées,Box Office France,86639,"2,6","2,4",51221.0,30000000
4538,lockout,2012-04-18,"Thriller, Action, Science fiction",1h 36min,James Mather (II),"Stephen St. Leger, Luc Besson, James Mather (II)","Guy Pearce, Maggie Grace, Vincent Regan",France,EuropaCorp Distribution,Box Office France,285441,"2,3","2,4",1653717.0,20000000
4539,de ofrivilliga,2009-04-29,"Comédie dramatique, Drame",1h 38min,Ruben Östlund,"Ruben Östlund, Erik Hemmendorff","Villmar Björkman, Linnea Cart-Lamy, Leif Edlund",Suède,KMBO,Box Office France,1104,"2,6","2,9",56220.0,0
4540,doa: dead or alive,2007-07-18,"Arts Martiaux, Action",1h 26min,Corey Yuen,"J.F. Lawton, Adam Gross","Jaime Pressly, Holly Valance, Sarah Carter",U.S.A.,TFM Distribution,Box Office France,43958,"1,9","1,7",265826.0,21000000
4541,le poulain,2018-09-19,Comédie,1h 37min,Mathieu Sapin,"Mathieu Sapin, Noé Debré","Alexandra Lamy, Finnegan Oldfield, Gilles Cohen",France,Bac Films,Box Office France,92645,"3,2","2,5",580986.0,0
4542,par instinct,2017-11-15,Drame,1h 27min,Nathalie Marchak,Nathalie Marchak,"Alexandra Lamy, Brontis Jodorowsky, Sonja Wanda",France,Condor Distribution,Box Office France,12192,"2,5","2,7",255322.0,0
4543,supereroi,2022-08-03,"Comédie, Drame, Romance",2h 00min,Paolo Genovese,"Paolo Genovese, Rolando Ravello","Jasmine Trinca, Alessandro Borghi, Greta Scarano",Italie,L'Atelier Distribution,Box Office France,5141,"1,8","3,8",8398.0,0
4544,le gamin au vélo,2011-05-18,Comédie dramatique,1h 27min,Jean-Pierre Dardenne,"Luc Dardenne, Jean-Pierre Dardenne, Luc Dardenne","Cécile de France, Thomas Doret, Jérémie Renier",France,Diaphana Distribution,Box Office France,107763,"4,2","3,2",824391.0,0
4545,le refuge,2010-01-27,Comédie dramatique,1h 30min,François Ozon,"François Ozon, Mathieu Hippeau","Isabelle Carré, Louis-Ronan Choisy, Pierre Louis-Calixte",France,Le Pacte,Box Office France,49726,"3,1","2,8",488229.0,0
4546,spider,2002-11-13,"Thriller, Fantastique",1h 38min,David Cronenberg,Patrick McGrath,"Ralph Fiennes, Bradley Hall, Gabriel Byrne",Grande-Bretagne,Metropolitan FilmExport,Box Office France,84371,"4,1","2,9",8407.0,0
4547,hop,2011-07-06,"Animation, Comédie, Famille",1h 35min,Tim Hill,"Cinco Paul, Ken Daurio","Matt Adler, James Marsden, Michael Gregorio",U.S.A.,Universal Pictures International France,Box Office France,196944,"2,1","2,5",1181695.0,63000000
4548,sous x,2015-01-14,Drame,1h 39min,Jean-Michel Correia,Nicolas Peufaillit,"Jean-Michel Correia, Karim Leklou, Anissa Allali",France,Universal Pictures International France,Box Office France,24370,"3,0","2,0",120163.0,0
4549,war,2007-09-05,"Arts Martiaux, Action",1h 42min,Philip G. Atwell,"Lee Anthony Smith, Gregory J. Bradley","Jason Statham, Jet Li, John Lone",U.S.A.,Metropolitan FilmExport,Box Office France,52638,"1,7","2,2",36318.0,25000000
4550,bancs publics (versailles rive droite),2009-07-08,Comédie,1h 50min,Bruno Podalydès,Bruno Podalydès,"Denis Podalydès, Samir Guesmi, Bruno Podalydès",France,UGC Distribution,Box Office France,96105,"3,4","2,4",182828.0,0
4551,"aruitemo, aruitemo",2009-04-22,Drame,1h 55min,Hirokazu Kore-eda,Hirokazu Kore-eda,"Hiroshi Abe, Yoshio Harada, Kiki Kirin",Japon,Pyramide Distribution,Box Office France,40178,"4,5","3,9",96330.0,0
4552,bandits,2002-01-16,"Comédie, Policier, Drame",2h 02min,Barry Levinson,Harley Peyton,"Bruce Willis, Billy Bob Thornton, Cate Blanchett",U.S.A.,2 nominations,Box Office France,268456,"3,8","2,8",11342.0,75000000
4553,les voisins de mes voisins sont mes voisins,2022-02-02,"Animation, Comédie",1h 30min,Anne-Laure Daffis,"Léo Marchand, Anne-Laure Daffis, Léo Marchand","Arielle Dombasle, Valérie Mairesse, Elise Larnicol",France,Jour2fête,Box Office France,3565,"3,4","3,4",67373.0,0
4554,la brindille,2011-09-21,Drame,1h 21min,Emmanuelle Millet,Emmanuelle Millet,"Christa Théret, Johan Libéreau, Maud Wyler",France,Ad Vitam,Box Office France,10494,"3,1","3,3",393612.0,0
4555,blue ruin,2014-07-09,"Thriller, Drame",1h 34min,Jeremy Saulnier,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves",U.S.A.,The Jokers / Le Pacte,Box Office France,26829,"4,0","3,5",398775.0,420000
4556,cassandra's dream,2007-10-31,"Policier, Drame",1h 48min,Woody Allen,Woody Allen,"Colin Farrell, Ewan McGregor, Tom Wilkinson",U.S.A.,TFM Distribution,Box Office France,196577,"2,9","3,3",146117.0,0
4557,después de lucía,2012-10-03,"Drame, Famille",1h 43min,Michel Franco,Michel Franco,"Tessa Ía, Hernán Mendoza, Gonzalo Vega Sisto",Mexique,Bac Films,Box Office France,20945,"3,7","3,6",559232.0,0
4558,hostage,2005-04-27,"Action, Thriller",1h 53min,Florent Siri,Doug Richardson,"Bruce Willis, Kevin Pollak, Ben Foster",U.S.A.,Metropolitan FilmExport,Box Office France,251849,"2,9","3,2",258594.0,52000000
4559,winnie the pooh,2011-04-13,"Animation, Famille",1h 03min,Stephen J. Anderson,"Don Hall, Burny Mattinson","Jean-Claude Donda, Jim Cummings, Michel Mella",U.S.A.,The Walt Disney Company France,Box Office France,67425,"4,0","3,2",604159.0,100000
4560,ruby sparks,2012-10-03,"Comédie, Fantastique, Romance",1h 43min,Jonathan Dayton,"Valerie Faris, Zoe Kazan","Paul Dano, Zoe Kazan, Chris Messina",U.S.A.,Twentieth Century Fox France,Box Office France,27469,"2,7","3,8",933496.0,8000000
4562,if beale street could talk,2019-01-30,Drame,1h 59min,Barry Jenkins,Barry Jenkins,"KiKi Layne, Stephan James, Regina King",U.S.A.,Mars Films,Box Office France,53197,"3,7","3,3",198832.0,12000000
4563,love & mercy,2015-07-01,"Biopic, Musical, Drame",2h 02min,Bill Pohlad,"Oren Moverman, Michael Alan Lerner","Paul Dano, John Cusack, Elizabeth Banks",U.S.A.,ARP Sélection,Box Office France,40730,"3,8","3,9",257013.0,0
