,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris
2166,princesse dragon,2021-12-15,Animation,1h 14min,Jean-Jacques Denis,Anthony Roux,"Lila Lacombe, Kaycie Chase, Jérémie Covillault",France,Gebeka Films,Box Office France,40 755,"3,4","2,7",65134,0,13.35,5.03,4.58,1.69,5.46
2167,le ciel attendra,2016-10-05,Drame,1h 45min,Marie-Castille Mention-Schaar,"Marie-Castille Mention-Schaar, Emilie Frèche","Noémie Merlant, Naomi Amarger, Sandrine Bonnaire",France,UGC Distribution,Box Office France,88 848,"3,6","3,9",559767,0,16.67,8.98,13.73,9.54,11.09
2168,now you see me 2,2016-07-27,"Thriller, Action, Comédie",2h 10min,Jon M. Chu,Ed Solomon,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson",U.S.A.,SND,Box Office France,910 322,"2,9","3,3",1269487,90000000,21.57,17.88,18.79,21.26,19.94
2169,huda's salon,2023-02-01,"Thriller, Espionnage",1h 30min,Hany Abu-Assad,Hany Abu-Assad,"Ali Suliman, Maisa Abd Elhadi, Manal Awad",Palestine,Destiny Films,Box Office France,3 389,"2,8","3,5",3764,0,5.72,7.46,5.88,4.49,5.76
2171,la terre des hommes,2021-08-25,Drame,1h 36min,Naël Marandin,Naël Marandin,"Diane Rouxel, Finnegan Oldfield, Jalil Lespert",France,Ad Vitam,Box Office France,32 011,"3,6","3,5",42985,0,21.12,16.05,19.75,18.23,17.58
2173,hummingbird,2013-07-10,"Action, Drame, Policier",1h 40min,Steven Knight,Steven Knight,"Jason Statham, Agata Buzek, Vicky McClure",Grande-Bretagne,Metropolitan FilmExport,Box Office France,95 660,"2,0","2,5",334162,20000000,22.97,18.36,23.55,22.26,22.68
2174,house at the end of the street,2012-11-21,"Epouvante-horreur, Thriller",1h 41min,Mark Tonderai,"Jonathan Mostow, David Loucka","Jennifer Lawrence, Max Thieriot, Elisabeth Shue",U.S.A.,SND,Box Office France,338,"2,8",--,97470,6900000,17.13,7.89,11.29,11.64,7.82
2175,extremely loud and incredibly close,2012-02-29,Drame,2h 08min,Stephen Daldry,Eric Roth,"Tom Hanks, Thomas Horn, Sandra Bullock",U.S.A.,Warner Bros. France,Box Office France,134 454,"2,6","3,7",1967260,40000000,8.15,6.55,9.39,7.15,8.64
2179,le magasin des suicides,2012-09-26,"Animation, Comédie, Comédie musicale",1h 25min,Patrice Leconte,Patrice Leconte,"Bernard Alane, Isabelle Spade, Kacey Mottet Klein",France,ARP Sélection,Box Office France,125 124,"3,1","2,4",1879977,0,18.35,12.53,14.61,13.59,12.04
2180,"as above, so below",2014-08-20,"Epouvante-horreur, Thriller",1h 33min,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle","Perdita Weeks, Ben Feldman, Edwin Hodge",U.S.A.,Universal Pictures International France,Box Office France,103 006,"2,3","2,5",214878,5000000,19.53,12.64,18.75,17.41,14.86
2182,les aventures de spirou et fantasio,2018-02-21,"Comédie, Aventure",1h 29min,Alexandre Coffre,"Juliette Sales, Fabien Suarez","Thomas Solivérès, Alex Lutz, Ramzy Bedia",France,Sony Pictures Releasing France,Box Office France,145 435,"2,3","1,4",371879,0,1.66,-0.82,2.86,-1.67,-0.07
2183,stoker,2013-05-01,Thriller,1h 40min,Park Chan-Wook,Wentworth Miller,"Mia Wasikowska, Nicole Kidman, Matthew Goode",U.S.A.,Twentieth Century Fox France,Box Office France,56 736,"3,3","3,5",421498,12000000,14.21,12.29,16.29,13.19,11.3
2184,a perfect enemy,2021-12-29,Thriller,1h 29min,Kike Maillo,"Cristina Clemente, Fernando Navarro","Tomasz Kot, Athena Strates, Marta Nieto",Espagne,Alba Films,Box Office France,2 824,"2,3","2,6",123920,0,19.16,11.33,12.88,9.01,10.57
2186,wuthering heights,2012-12-05,"Romance, Drame",2h 08min,Andrea Arnold,"Andrea Arnold, Olivia Hetreed","Kaya Scodelario, James Howson, Solomon Glave",Grande-Bretagne,Diaphana Distribution,Box Office France,9 422,"3,5","3,0",256028,0,11.94,2.17,4.4,1.31,2.84
2187,curiosa,2019-04-03,"Drame, Historique",1h 47min,Lou Jeunet,"Raphaëlle Desplechin, Lou Jeunet","Noémie Merlant, Niels Schneider, Benjamin Lavernhe",France,Memento Distribution,Box Office France,10 468,"2,9","2,7",266333,0,9.39,8.92,8.55,8.18,7.31
2188,let him go,2021-06-16,"Thriller, Drame",1h 55min,Thomas Bezucha,Thomas Bezucha,"Kevin Costner, Diane Lane, Lesley Manville",U.S.A.,Universal Pictures International France,Box Office France,10 884,"2,7","3,3",42194,21000000,21.59,17.69,21.26,23.35,21.63
2189,perlimps,2023-01-18,"Animation, Famille, Aventure",1h 16min,Alê Abreu,Alê Abreu,"Giulia Benite, Stenio Garcia, Lorenzo Tarantelli",Brésil,UFO Distribution,Box Office France,15 551,"3,4","2,9",100325,0,1.73,1.7,1.29,0.82,1.84
2192,sorry to bother you,2019-01-30,"Comédie, Fantastique, Science fiction",1h 51min,Boots Riley,Boots Riley,"Lakeith Stanfield, Tessa Thompson, Jermaine Fowler",U.S.A.,Universal Pictures International France,Box Office France,14 814,"3,8","3,3",200981,3200000,3.87,1.18,7.79,2.47,2.93
2194,de gaulle,2020-03-04,"Historique, Biopic, Guerre",1h 49min,Gabriel Le Bomin,"Valérie Ranson Enguiale, Gabriel Le Bomin","Lambert Wilson, Isabelle Carré, Olivier Gourmet",France,SND,Box Office France,511 913,"3,1","3,1",530600,0,9.0,8.63,10.52,7.26,8.6
2195,fogo-fatuo,2022-09-14,"Comédie musicale, Comédie, Science fiction",1h 07min,João Pedro Rodrigues,"João Pedro Rodrigues, João Rui Guerra da Mata","Mauro da Costa, André Cabral, Margarida Vila-Nova",Portugal,JHR Films,Box Office France,8 026,"4,0","2,9",82906,0,21.05,14.44,21.08,16.35,16.37
2196,möbius,2013-02-27,"Thriller, Drame",1h 48min,Eric Rochant,Eric Rochant,"Jean Dujardin, Cécile de France, Tim Roth",France,EuropaCorp Distribution,Box Office France,506 674,"3,3","2,8",934130,0,5.6,3.42,7.11,3.02,5.46
2197,hall pass,2011-04-27,Comédie,1h 45min,Bobby Farrelly,"Peter Farrelly, Pete Jones, Peter Farrelly","Owen Wilson, Jason Sudeikis, Jenna Fischer",U.S.A.,Warner Bros. France,Box Office France,186 354,"2,9","2,4",1130352,36000000,14.9,13.65,16.97,14.49,12.38
2198,the beguiled,2017-08-23,Drame,1h 33min,Sofia Coppola,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst",U.S.A.,Universal Pictures International France,Box Office France,177 256,"3,0","2,6",440664,10500000,25.22,20.66,21.96,26.69,22.8
2200,begin again,2014-07-30,"Drame, Romance, Musical",1h 44min,John Carney,John Carney,"Keira Knightley, Mark Ruffalo, James Corden",U.S.A.,UGC Distribution,Box Office France,125 665,"3,2","4,0",665210,8000000,21.92,16.57,19.89,20.91,21.23
2201,conan the barbarian,2011-08-17,"Action, Fantastique, Aventure",1h 52min,Marcus Nispel,"Thomas Dean Donnelly, Joshua Oppenheimer","Jason Momoa, Rachel Nichols, Stephen Lang",U.S.A.,Metropolitan FilmExport,Box Office France,163 409,"1,8","1,7",2049964,20000000,25.03,19.16,23.61,26.64,22.72
2202,loro,2018-10-31,"Biopic, Drame",2h 30min,Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello","Toni Servillo, Elena Sofia Ricci, Riccardo Scamarcio",Italie,Pathé,Box Office France,23 741,"3,3","2,9",203820,0,16.2,6.48,10.53,9.85,10.15
2205,dark places,2015-04-08,"Thriller, Drame",1h 53min,Gilles Paquet-Brenner,Gilles Paquet-Brenner,"Charlize Theron, Sterling Jerins, Nicholas Hoult",U.S.A.,Mars Films,Box Office France,110 246,"3,0","3,4",559098,20000000,13.64,12.3,14.89,14.66,11.34
2207,let’s dance,2019-03-27,"Comédie dramatique, Drame, Comédie",1h 49min,Ladislas Chollat,"Ladislas Chollat, Joris Morio","Rayane Bensetti, Alexia Giordano, Guillaume De Tonquédec",France,Pathé,Box Office France,175 811,"3,1","3,2",540591,0,12.36,10.35,15.07,12.12,11.26
2209,stella est amoureuse,2022-12-14,Comédie dramatique,1h 50min,Sylvie Verheyde,"Sylvie Verheyde, William Wayolle","Flavie Delangle, Marina Foïs, Benjamin Biolay",France,KMBO,Box Office France,16 789,"3,7","2,8",85759,3270000,13.07,0.8,8.75,4.75,1.06
2212,johnny english strikes again,2018-10-10,"Comédie, Espionnage",1h 29min,David Kerr,"William Davies, Robert Wade","Rowan Atkinson, Olga Kurylenko, Ben Miller",Grande-Bretagne,Universal Pictures International France,Box Office France,121 585,"2,9","3,0",125126,25000000,22.77,16.2,18.35,18.76,19.55
2213,perdrix,2019-08-14,Comédie,1h 39min,Erwan Le Duc,Erwan Le Duc,"Swann Arlaud, Maud Wyler, Fanny Ardant",France,Pyramide Distribution,Box Office France,59 482,"3,8","3,2",342482,0,22.22,16.89,21.58,20.95,18.68
2214,chroniques sexuelles d'une famille d'aujourd'hui,2012-05-09,"Erotique, Comédie, Drame, Romance",1h 17min,Jean-Marc Barr,"Pascal Arnold, Pascal Arnold","Mathias Melloul, Valérie Maës, Nathan Duval",France,Zelig Films Distribution,Box Office France,6 416,"2,2","1,6",969256,0,16.5,12.93,19.59,15.89,15.08
2216,santa & cie,2017-12-06,"Comédie, Famille, Fantastique",1h 32min,Alain Chabat,Alain Chabat,"Alain Chabat, Golshifteh Farahani, Pio Marmaï",France,Gaumont Distribution,Box Office France,578 133,"3,6","3,4",1464246,787000,13.66,3.36,6.54,4.91,4.47
2221,non-stop,2014-02-26,Thriller,1h 46min,Jaume Collet-Serra,"John Richardson (III), Christopher Brian Roach","Liam Neeson, Julianne Moore, Scoot McNairy",U.S.A.,StudioCanal,Box Office France,505 678,"2,9","3,7",624205,50000000,7.2,6.64,8.32,6.28,5.76
2222,c'est quoi cette famille?!,2016-08-10,"Comédie, Famille",1h 35min,Gabriel Julien-Laferrière,"Camille Moreau, Olivier Treiner","Julie Gayet, Thierry Neuvic, Julie Depardieu",France,UGC Distribution,Box Office France,193 222,"2,8","3,0",724580,0,22.6,15.89,23.46,20.45,21.2
2223,azuro,2022-03-30,Comédie,1h 44min,Matthieu Rozé,Matthieu Rozé,"Valérie Donzelli, Thomas Scimeca, Yannick Choirat",France,Paname Distribution,Box Office France,11 228,"3,3","2,2",145311,0,7.96,6.37,6.85,6.71,6.88
2224,teddy,2021-06-30,"Comédie, Fantastique, Epouvante-horreur",1h 28min,Ludovic Boukherma,"Zoran Boukherma, Ludovic Boukherma, Zoran Boukherma","Anthony Bajon, Christine Gautier, Ludovic Torrent",France,The Jokers / Les Bookmakers,Box Office France,20 269,"3,6","3,0",69750,0,20.69,16.25,21.46,21.11,18.64
2225,hostile,2018-09-26,Epouvante-horreur,1h 23min,Mathieu Turi,Mathieu Turi,"Brittany Ashworth, Grégory Fitoussi, Javier Botet",France,Next Film Distribution,Box Office France,1 276,"2,0","2,3",104176,0,19.44,12.77,16.83,15.35,13.24
2227,un homme pressé,2018-11-07,"Drame, Comédie",1h 40min,Hervé Mimran,Hervé Mimran,"Fabrice Luchini, Leïla Bekhti, Rebecca Marder",France,Gaumont Distribution,Box Office France,293 291,"2,8","3,5",669774,0,18.37,9.39,12.25,14.19,11.04
2228,hysteria,2011-12-14,"Comédie, Romance",1h 39min,Tanya Wexler,"Stephen Dyer, Jonah Lisa Dyer","Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce",Grande-Bretagne,Haut et Court,Box Office France,38 064,"2,6","3,5",735311,0,14.42,4.47,8.29,4.36,4.97
2229,"love, simon",2018-06-27,"Drame, Comédie, Romance",1h 49min,Greg Berlanti,"Elizabeth Berger, Isaac Aptaker","Nick Robinson, Katherine Langford, Jennifer Garner",U.S.A.,Twentieth Century Fox France,Box Office France,93 548,"3,2","4,0",155100,17000000,23.78,22.51,23.35,24.27,22.78
2232,yao,2019-01-23,"Drame, Comédie",1h 44min,Philippe Godeau,"Philippe Godeau, Agnès De Sacy","Lionel Louis Basse, Omar Sy, Fatoumata Diawara",France,Pathé,Box Office France,185 564,"3,0","3,0",490719,0,3.97,2.54,6.74,2.28,4.27
2234,valhalla rising,2010-03-10,Aventure,1h 30min,Nicolas Winding Refn,"Nicolas Winding Refn, Roy Jacobsen","Mads Mikkelsen, Maarten Stevenson, Jamie Sives",Danemark,Le Pacte,Box Office France,19 740,"3,4","2,6",874425,5641880,5.65,5.34,4.73,4.11,4.06
2235,kursk,2018-11-07,"Historique, Drame",1h 58min,Thomas Vinterberg,Robert Rodat,"Matthias Schoenaerts, Léa Seydoux, Colin Firth",Belgique,EuropaCorp Distribution,Box Office France,78 122,"2,8","3,6",449373,20000000,18.37,9.39,12.25,14.19,11.04
2237,sparta,2023-05-31,Drame,1h 39min,Ulrich Seidl,"Veronika Franz, Ulrich Seidl","Georg Friedrich, Florentina Elena Pop, Hans-Michael Rehberg",Autriche,Damned Distribution,Box Office France,606,"2,5","3,7",2637,0,20.18,16.62,22.32,19.9,20.05
2239,"habib, la grande aventure",2023-04-19,Comédie,1h 28min,Benoît Mariage,Benoît Mariage,"Bastien Ughetto, Catherine Deneuve, Thomas Solivérès",Belgique,KMBO,Box Office France,2 117,"2,9","2,4",137810,3700000,12.87,9.7,14.52,13.36,10.79
2241,detroit,2017-10-11,"Drame, Thriller",2h 14min,Kathryn Bigelow,Mark Boal,"John Boyega, Will Poulter, Algee Smith",U.S.A.,Mars Films,Box Office France,106 423,"4,0","4,1",409934,34000000,21.58,15.96,17.23,17.72,16.01
2242,hollywoo,2011-12-07,Comédie,1h 47min,Frédéric Berthe,"Pascal Serieis, Florence Foresti, Pascal Serieis","Florence Foresti, Jamel Debbouze, Nikki Deloach",France,StudioCanal,Box Office France,733 365,"2,4","2,1",5044211,0,16.19,5.54,12.24,7.9,6.29
2243,after blue (dirty paradise),2022-02-16,Science fiction,2h 07min,Bertrand Mandico,Bertrand Mandico,"Elina Löwensohn, Paula Luna, Vimala Pons",France,UFO Distribution,Box Office France,11 166,"3,1","2,2",75527,2700000,9.14,8.34,10.18,9.98,10.18
2244,antebellum,2020-09-09,Thriller,1h 46min,Gerard Bush,"Christopher Renz, Gerard Bush, Christopher Renz","Janelle Monáe, Jena Malone, Kiersey Clemons",U.S.A.,Metropolitan FilmExport,Box Office France,85 213,"3,1","2,8",155669,15000000,24.93,17.53,23.66,23.1,23.35
2245,tucker and dale vs evil,2012-02-01,"Comédie, Epouvante-horreur",1h 28min,Eli Craig,"Eli Craig, Morgan Jurgenson","Tyler Labine, Alan Tudyk, Katrina Bowden",Canada,Wild Bunch Distribution,Box Office France,74 571,"3,7","3,8",915049,5000000,-2.57,-4.89,-2.12,-6.15,-4.69
2246,300 - rise of an empire,2014-03-05,"Action, Fantastique, Péplum",1h 42min,Noam Murro,"Frank Miller, Zack Snyder","Sullivan Stapleton, Eva Green, Lena Headey",U.S.A.,Warner Bros. France,Box Office France,767 436,"2,5","3,2",1041088,110000000,8.87,7.87,10.33,8.24,7.92
2249,garçon chiffon,2020-10-28,"Comédie, Drame",1h 48min,Nicolas Maury,"Nicolas Maury, Sophie Fillières","Nicolas Maury, Nathalie Baye, Arnaud Valois",France,Les Films du Losange,Box Office France,10 155,"3,5","2,2",194998,0,19.11,12.32,14.36,12.06,12.8
2250,the dark tower,2017-08-09,"Fantastique, Aventure",1h 35min,Nikolaj Arcel,"Akiva Goldsman, Jeff Pinkner","Idris Elba, Matthew McConaughey, Tom Taylor (IV)",U.S.A.,Sony Pictures Releasing France,Box Office France,193 407,"2,4","2,4",394213,60000000,21.42,17.06,21.17,19.6,17.26
2254,le marquis,2011-03-09,"Comédie, Aventure, Policier",1h 28min,Dominique Farrugia,"Guillaume Lemans, Jean-Paul Bathany","Franck Dubosc, Richard Berry, Jean-Hugues Anglade",France,Pathé,Box Office France,270 222,"2,5","1,9",1211398,0,10.21,9.05,10.86,10.79,10.37
2255,le dernier loup,2015-02-25,"Aventure, Drame",1h 59min,Jean-Jacques Annaud,"Jean-Jacques Annaud, John Collee","Feng Shaofeng, Shawn Dou, Ankhnyam Ragchaa",France,Mars Films,Box Office France,483 683,"3,6","3,6",538019,38000000,8.0,6.19,10.7,7.03,7.1
2256,the mountain between us,2017-11-08,"Drame, Action",1h 47min,Hany Abu-Assad,"J. Mills Goodloe, Chris Weitz","Kate Winslet, Idris Elba, Beau Bridges",U.S.A.,Twentieth Century Fox France,Box Office France,129 306,"2,3","3,3",270270,35000000,15.48,7.63,9.53,6.14,9.11
2259,rimini,2022-11-23,"Comédie, Drame",1h 54min,Ulrich Seidl,"Ulrich Seidl, Veronika Franz","Michael Thomas, Tessa Göttlicher, Hans-Michael Rehberg",Autriche,Damned Distribution,Box Office France,503,"2,9","3,3",3770,0,15.98,7.59,9.56,7.65,8.09
2261,radiostars,2012-04-11,Comédie,1h 40min,Romain Lévy,"Romain Lévy, Mathieu Oullion","Manu Payet, Clovis Cornillac, Douglas Attal",France,Mars Films,Box Office France,242 243,"3,6","3,4",984847,0,9.76,6.35,10.2,8.4,8.84
2262,toutes nos envies,2011-11-09,Drame,2h 00min,Philippe Lioret,"Philippe Lioret, Emmanuel Courcol","Vincent Lindon, Marie Gillain, Amandine Dewasmes",France,Mars Films,Box Office France,170 745,"3,6","3,6",1226928,0,17.09,7.79,15.89,9.66,7.12
2263,les emotifs anonymes,2010-12-22,"Comédie, Romance",1h 20min,Jean-Pierre Améris,"Jean-Pierre Améris, Philippe Blasband","Isabelle Carré, Benoît Poelvoorde, Lorella Cravotta",France,StudioCanal,Box Office France,321 969,"3,4","3,4",1972340,0,10.82,-0.45,4.07,0.43,-0.95
2265,marie-francine,2017-05-31,Comédie,1h 35min,Valérie Lemercier,"Valérie Lemercier, Sabine Haudepin","Valérie Lemercier, Patrick Timsit, Hélène Vincent",France,Gaumont Distribution,Box Office France,370 214,"3,1","2,7",620214,0,18.74,16.5,17.34,19.06,18.78
2266,22 jump street,2014-08-27,"Comédie, Action, Policier",1h 52min,Phil Lord,"Christopher Miller, Rodney Rothman, Michael Bacall","Channing Tatum, Jonah Hill, Peter Stormare",U.S.A.,Sony Pictures Releasing France,Box Office France,274 341,"3,5","3,4",590238,50000000,21.85,17.03,19.88,18.74,18.6
2267,the eternal daughter,2023-03-22,Drame,1h 36min,Joanna Hogg,Joanna Hogg,"Tilda Swinton, August Joshi, Carly-Sophia Davies",Grande-Bretagne,Condor Distribution,Box Office France,17 362,"3,5","2,7",88316,0,11.13,8.32,12.74,11.92,10.68
2268,des hommes et des dieux,2010-09-08,Drame,2h 00min,Xavier Beauvois,"Xavier Beauvois, Etienne Comar","Lambert Wilson, Michael Lonsdale, Olivier Rabourdin",France,Mars Films,Box Office France,467 950,"4,1","3,4",1560099,4000000,21.28,16.1,19.86,17.38,17.04
2269,if i stay,2014-09-17,Drame,1h 46min,R.J. Cutler,Shauna Cross,"Chloë Grace Moretz, Mireille Enos, Joshua Leonard",U.S.A.,Warner Bros. France,Box Office France,54 967,"2,9","3,8",334791,11000000,22.39,19.45,18.82,18.41,17.26
2270,the thing,2011-10-12,"Epouvante-horreur, Science fiction",1h 43min,Matthijs van Heijningen Jr.,Eric Heisserer,"Mary Elizabeth Winstead, Joel Edgerton, Adewale Akinnuoye-Agbaje",U.S.A.,Universal Pictures International France,Box Office France,72 905,"2,5","3,0",978232,15000000,18.68,11.91,14.57,13.58,12.32
2271,godzilla: king of the monsters,2019-05-29,"Action, Science fiction",2h 12min,Michael Dougherty,"Michael Dougherty, Zach Shields","Kyle Chandler, Vera Farmiga, Millie Bobby Brown",U.S.A.,Warner Bros. France,Box Office France,342 574,"2,5","2,6",357476,170000000,20.8,19.24,20.84,20.2,21.71
2272,machete,2010-12-01,Action,1h 45min,Robert Rodriguez,"Ethan Maniquis, Robert Rodriguez, Alvaro Rodriguez","Danny Trejo, Michelle Rodriguez, Jessica Alba",U.S.A.,Sony Pictures Releasing France,Box Office France,100 994,"3,4","3,5",1175008,20000000,10.03,-2.39,6.07,-1.06,-0.45
2274,knock,2017-10-18,Comédie,1h 54min,Lorraine Levy,Lorraine Levy,"Omar Sy, Alex Lutz, Ana Girardot",France,Mars Films,Box Office France,279 670,"2,4","2,6",665346,0,19.64,12.55,14.64,15.65,13.34
2275,jongens,2015-07-15,Drame,1h 18min,Mischa Kamp,"Jaap-Peter Enderle, Chris Westendorp","Gijs Blom, Ko Zandvliet, Jonas Smulders",Pays-Bas,KMBO,Box Office France,2 760,"2,3","3,6",180327,0,23.88,19.53,24.29,26.25,20.35
2276,felicità,2020-07-15,Comédie,1h 22min,Bruno Merle,Bruno Merle,"Pio Marmaï, Rita Merle, Camille Rutherford",France,Rezo Films,Box Office France,13 933,"3,2","3,6",216778,0,22.9,19.33,22.99,21.75,21.44
2278,le siffleur,2010-01-06,Comédie,1h 27min,Philippe Lefebvre,Philippe Lefebvre,"François Berléand, Thierry Lhermitte, Virginie Efira",France,EuropaCorp Distribution,Box Office France,200 279,"2,3","1,7",511125,0,-1.73,-2.09,-1.98,-2.41,-3.15
2279,luxor,2021-07-21,"Drame, Romance",1h 26min,Zeina Durra,Zeina Durra,"Andrea Riseborough, Michael Landes, Sherine Reda",Egypte,Rezo Films,Box Office France,3 597,"2,9","2,6",85907,0,23.44,19.24,22.91,23.86,22.2
2280,pig,2021-10-27,"Thriller, Drame",1h 31min,Michael Sarnoski,"Michael Sarnoski, Vanessa Curtis Block","Nicolas Cage, Alex Wolff, Cassandra Violet",U.S.A.,Metropolitan FilmExport,Box Office France,10 015,"3,7","2,9",335622,0,17.93,9.96,13.45,12.49,10.73
2281,mica,2021-12-22,"Drame, Sport event",1h 43min,Ismael Ferroukhi,"Ismael Ferroukhi, Fadette Drouard","Zakaria Inan, Sabrina Ouazani, Azelarab Kaghat",Maroc,JHR Films,Box Office France,765,"2,8","3,4",82829,0,16.01,3.81,11.09,7.38,6.77
2282,les vacances de ducobu,2012-04-25,"Famille, Comédie",1h 34min,Philippe de Chauveron,"Philippe de Chauveron, Marc de Chauveron","Elie Semoun, Joséphine de Meaux, François Viette",France,UGC Distribution,Box Office France,532 593,"2,8","1,9",1887441,0,13.81,11.83,12.47,14.79,12.96
2285,ami-ami,2018-01-17,Comédie,1h 26min,Victor Saint Macary,"Victor Saint Macary, Thomas Cailley","William Lebghil, Margot Bancilhon, Camille Razat",France,Le Pacte,Box Office France,99 573,"2,8","2,7",617325,0,6.79,5.41,10.67,8.32,6.53
2286,the goldfinch,2019-09-18,Drame,2h 30min,John Crowley,Peter Straughan,"Ansel Elgort, Oakes Fegley, Nicole Kidman",U.S.A.,Warner Bros. France,Box Office France,26 000,"2,3","3,2",236413,40000000,21.56,16.36,19.51,17.08,16.84
2287,zanka contact,2021-11-03,Drame,2h 00min,Ismaël El Iraki,Ismaël El Iraki,"Khansa Batma, Ahmed Hammoud, Said Bey",France,UFO Distribution,Box Office France,5 444,"3,3","3,8",99179,0,14.9,6.85,8.71,7.05,7.88
