,title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views,budget
7999,les nuits de sister welsh,2010-10-27,Comédie dramatique,1h 18min,Jean-Claude Janer,"Jean-Claude Janer, Agnès De Sacy","Anne Brochet, Louise Blachère, Laurent Delbecque",France,Albany Films distribution,Box Office France,554,"1,6","2,1",19788,0
8000,fados,2009-01-14,Musical,1h 25min,Carlos Saura,"Carlos Saura, Ivan Dias","Chico Buarque de Hollanda, Caetano Veloso,  Mariza",Espagne,TFM Distribution,Box Office France,5 852,"2,9","2,9",11936,0
8001,glyanets,2009-02-25,Drame,1h 57min,Andrey Konchalovsky,"Andrey Konchalovsky, Dunya Smirnova","Yuliya Vysotskaya, Irina Rozanova, Aleksey Serebryakov",Russie,MC4 Distribution,Box Office France,2 916,"2,7","2,8",44649,2500000
8002,smart people,2009-06-17,Comédie,1h 31min,Noam Murro,Mark Poirier,"Patrick Jordan (III), Dennis Quaid, Sarah Jessica Parker",U.S.A.,TFM Distribution,Box Office France,658,"2,3","2,1",19299,7000000
8004,casa nostra,2013-04-10,"Drame, Famille",1h 30min,Nathan Nicholovitch,Nathan Nicholovitch,"Céline Farmachi, Gilles Kazazian, Clo Mercier",France,Aramis Films,Box Office France,1 412,"2,9","3,6",34288,0
8005,irmã,2021-07-07,Drame,1h 28min,Vinicius Lopes,"Luciana Mazeto, Luciana Mazeto, Vinicius Lopes","Maria Galant, Anaís Grala Wegner, Felipe Kannenberg",Brésil,Wayna Pitch,Box Office France,4,"2,8","2,7",53277,0
8006,mourning,2012-04-25,Drame,1h 25min,Morteza Farshbaf,"Anahita Ghazvinizadeh, Morteza Farshbaf","Sharareh Pasha, Kiomars Giti, Amir Hossein Maleki",Iran,KMBO,Box Office France,3 888,"3,0","2,8",39492,0
8007,a little closer,2012-07-25,Drame,1h 12min,Matthew Petock,Matthew Petock,"Sayra Player, Parker Lutz, Eric Baskerville",U.S.A.,ASC Distribution,Box Office France,581,"3,0","2,8",23079,0
8008,scaffolding,2018-03-28,Drame,1h 28min,Matan Yair,Matan Yair,"Asher Lax, Ami Smolartchik, Keren Berger",Israël,Les Acacias,Box Office France,6 392,"3,1","3,3",15160,0
8009,ranenyy angel,2016-05-11,Drame,1h 52min,Emir Baigazin,Emir Baigazin,"Nurlybek Saktaganov, Madiar Aripbai, Madiar Nazarov",kazakhstan,Les Bookmakers / Capricci Films,Box Office France,1 657,"3,5","3,4",6677,Erreur lors de la requête API 2.
8010,el cristo ciego,2017-05-10,Drame,1h 25min,Christopher Murray,Christopher Murray,"Michael Silva, Bastian Inostroza, Ana Maria Henriquez",Chili,Jour2fête,Box Office France,718,"3,1","2,8",3789,0
8011,las niñas quispe,2014-06-04,Drame,1h 20min,Sebastian Sepulveda,Sebastian Sepulveda,"Digna Quispe, Catalina Saavedra, Francisca Gavilán",Chili,Nour Films,Box Office France,1 172,"3,4","3,4",10178,0
8012,the voice of the shadow,2014-06-11,Comédie dramatique,1h 23min,Annie Molin Vasseur,Annie Molin Vasseur,"France Castel, Isabeau Blanche, Sarah-Ève Grandmaison",Canada,AMV Production/ AZ Films,Box Office France,67,"1,0","2,6",7839,0
8013,la fille aux deux visages,2018-04-04,Epouvante-horreur,1h 15min,Romain Serir,Romain Serir,"Timothy Cordukes, Estelle Halimi, Andréa-Laure Finot",France,Marteau Films Production,Box Office France,41,"2,5",--,5131,0
8014,18 jours,2011-09-07,"Drame, Historique",2h 05min,Sherif Arafa,"Yusri Nasrullah, Mariam Abou Ouf","Mona Zaki, Ahmed Dawood, Ahmed El Fishawy",Egypte,Eurozoom,Box Office France,2 206,"3,1","3,0",65074,7500
8015,revengeance,2017-04-05,Animation,1h 11min,Bill Plympton,"Jim Lujan, Jim Lujan","Charley Rossman, Robert LuJane, Lalo Alcaraz",U.S.A.,Ed Distribution,Box Office France,820,"3,5","3,2",8943,0
8016,la déferlante,2016-09-28,Comédie dramatique,1h 35min,Mathilde Lazuech,Vincent Mermet,"Mathilde Lazuech, Vincent Mermet, Joris Dangles",France,Cinéma Saint-André des Arts,Box Office France,34,"2,7",--,3977,0
8017,peace to us in our dreams,2016-02-10,Drame,1h 47min,Sharunas Bartas,Sharunas Bartas,"Ina Marija Bartaité, Lora Kmieliauskaite, Sharunas Bartas",France,Norte Distribution,Box Office France,2 493,"3,5","2,9",14873,0
8018,paranoia park,2015-10-28,Thriller,1h 16min,Bruno Mercier,Bruno Mercier,"Audrey Beaulieu, Jean-Yves R Lemoine, Fany Mercier",France,Destiny Films,Box Office France,70,"1,7","3,2",10089,0
8019,la academia de las musas,2016-04-13,Drame,1h 32min,José Luis Guerín,José Luis Guerín,"Raffaele Pinto, Emanuela Forgetta, Rosa Delor Muns",Espagne,Zeugma Films,Box Office France,1 550,"3,7","2,9",8406,0
8020,merci les jeunes,2015-11-04,Comédie dramatique,1h 21min,Jérôme Polidor,Jérôme Polidor,"Théo Costa-Marini, Amina Zouiten, Bellamine Abdelmalek",France,La Mare Distribution,Box Office France,16,"3,3","3,2",7510,0
8022,aquí y allá,2013-02-13,Drame,1h 50min,Antonio Méndez Esparza,Antonio Méndez Esparza,"Teresa Ramírez Aguirre, Pedro De los Santos Juárez, Lorena Guadalupe Pantaleón Vázquez",Espagne,ASC Distribution,Box Office France,1 938,"3,6","3,1",17028,0
8023,il paese delle spose infelici,2012-08-01,Drame,1h 22min,Pippo Mezzapesa,"Antonio Leotti, Antonella Gaeta","Nicolas Orzella, Luca Schipani, Aylin Prandi",Italie,Bellissima Films,Box Office France,5 301,"2,9","2,6",116935,0
8024,la sirga,2013-04-24,Drame,1h 34min,William Vega,William Vega,"Joghis Seudin Arias, Julio César Roble, Floralba Achicanoy",Colombie,Zootrope Films,Box Office France,1 782,"3,4","3,0",7073,0
8025,no puedo vivir sin ti,2010-10-27,Drame,1h 32min,Leon Dai,"Chen Wen-pin, Leon Dai","Yo Hsuan Chao, Chen Wen-pin, Chih-Ju Lin",Taïwan,Héliotrope Films,Box Office France,2 130,"3,2","3,6",18372,0
8027,je suis resté dans les bois,2018-10-17,Comédie dramatique,1h 23min,Vincent Solheid,"Erika Sainte, Michaël Bier, Vincent Solheid, Erika Sainte","Michaël Bier, Vincent Solheid, Erika Sainte",Belgique,Cinéma Saint-André des Arts,Box Office France,23,"2,6",--,3648,0
8029,basilicata coast to coast,2013-08-14,"Comédie dramatique, Comédie musicale",1h 45min,Rocco Papaleo,"Walter Lupo, Rocco Papaleo","Alessandro Gassman, Paolo Briguglia, Rocco Papaleo",Italie,White Pictures,Box Office France,847,"3,2","2,7",9403,0
8030,"she, a chinese",2010-09-08,Drame,1h 38min,Xiaolu Guo,Xiaolu Guo,"Lu Huang, Geoffrey Hutchings, Wei Yi Bo",Grande-Bretagne,Les Films du Paradoxe,Box Office France,3 061,"3,3","2,9",20184,0
8031,chaque jour est une fête,2010-01-27,Drame,1h 22min,Dima El-Horr,"Dima El-Horr, Rabih Mroué","Hiam Abbass, Manal Khader, Raïa Haïdar",France,Dulac Distribution,Box Office France,3 355,"2,2","1,9",78077,0
8032,eagle hunter’s son,2010-11-17,Drame,1h 27min,René Bo Hansen,Stefan Karlsson,"Asilbek Badelkhan, Serikbai Khulan, Bazarbai Matei",Suède,Les Films du Préau,Box Office France,1 633,"2,7","3,1",3113,0
8033,lo zio di brooklyn,2013-07-03,Comédie,1h 38min,Daniele Cipri,"Franco Maresco, Daniele Cipri, Franco Maresco","Salvatore Gattuso, Pippo Augusta, Salvatore Schiera",Italie,Ed Distribution,Box Office France,1 450,"4,0","1,9",4844,0
8034,la buena vida,2010-03-17,Drame,1h 28min,Andrés Wood,"Rodrigo Bazaes, Mamoun Hassan","Aline Küppenheim, Roberto Farias, Eduardo Paxeco",Chili,Jour2fête,Box Office France,2 036,"3,0","3,8",13591,700000
8035,gigante,2011-04-27,"Comédie, Drame",1h 24min,Adrian Biniez,Adrian Biniez,"Horacio Camandule, Leonor Svarcas, Carlos Lissardy",Uruguay,Océan Films,Box Office France,1 408,"3,7","3,1",1402,0
8036,riparo,2008-10-29,"Drame, Romance",1h 38min,Marco Simon Puccioni,"Marco Simon Puccioni, Monica Rametta","Maria de Medeiros, Antonia Liskova, Mounir Ouadi",France,Epicentre Films,Box Office France,74,"2,7","3,4",25103,130000
8037,nashla kosa na kamen,2019-07-17,Drame,1h 17min,Anja Kreis,Anja Kreis,"Aleksey Solonchev, Ekaterina Vinogradova, Kseniya Kutepova",Russie,ASC Distribution,Box Office France,824,"3,1","3,0",7872,0
8038,kertu,2015-02-04,"Drame, Romance",1h 38min,Ilmar Raag,Ilmar Raag,"Mait Malmsten, Ursula Ratasepp, Külliki Saldre",Estonie,TS Productions,Box Office France,1 425,"3,2","4,1",10858,0
8040,ben o değilim,2014-06-25,Drame,2h 05min,Tayfun Pirselimoglu,Tayfun Pirselimoglu,"Ercan Kesal, Maryam Zaree, Rıza Akın",Turquie,Arizona Distribution,Box Office France,765,"3,2","3,2",7768,0
8041,vergiss mein ich,2015-07-22,Drame,1h 33min,Jan Schomburg,Jan Schomburg,"Maria Schrader, Johannes Krisch, Ronald Zehrfeld",Allemagne,Dulac Distribution,Box Office France,4 494,"2,5","2,9",159772,0
8042,for those who can tell no tales,2014-04-30,Drame,1h 13min,Jasmila Žbanić,"Kym Vercoe, Jasmila Žbanić","Kym Vercoe, Boris Isaković, Simon McBurney",Bosnie-Herzégovine,Happiness Distribution,Box Office France,2 818,"3,2","3,1",9884,0
8043,l'harmonie familiale,2013-05-29,Comédie,1h 12min,Camille de Casabianca,Camille de Casabianca,"Georges Corraface, Sophie Deschamps, Philippe Caubère",France,291 entrées,Box Office France,152,"2,4","2,6",5195,0
8044,fille du vent,2020-01-22,Drame,1h 33min,Malec Démiaro,"Malec Démiaro, Élisabeth Draguet","Clémence Camus, Christophe Brault, Francois Clavier",France,Cinéma Saint-André des Arts,Box Office France,88,"3,4",--,3322,0
8045,women of the weeping river,2017-12-27,Drame,1h 35min,Sheron R. Dayoc,Sheron R. Dayoc,"Sharifa Pearlsia Ali-Dans, Laila Putli P. Ulao, Miriam Zimadar Caranay-Raper",Philippines,Dissidenz Films,Box Office France,392,"3,0","2,6",3868,0
8046,te ata,2019-07-17,"Biopic, Drame",1h 41min,Nathan Frankowski,"Esther Luttrell, Jeannie Barbour","Q'Orianka Kilcher, Gil Birmingham, Brigid Brannagh",U.S.A.,Jupiter Films,Box Office France,654,"2,2","3,9",3573,0
8047,en attendant violette,2017-01-25,"Comédie dramatique, Romance",1h 20min,Matthieu Maury,Warren Dupuy,"Alix Bénézech, Elsa de Belilovsky, Gary Hottegindre",France,Cinéma Saint-André des Arts,Box Office France,110,"3,0","3,7",18677,0
8048,tang jia lang,2015-05-06,Drame,1h 28min,Yang Huilong,Shiwei Lin,"Kailin Tang, Shu Yao, Daotie Wang",Chine,Jupiter Films,Box Office France,946,"3,3","3,6",4236,Erreur lors de la requête API 2.
8049,demain?,2012-08-22,Drame,1h 40min,Christine Laurent,"Christine Laurent, Georges Peltier","Laure De Clermont-Tonnerre, Marc Ruchmann, Teresa Madruga",France,Zelig Films Distribution,Box Office France,2 668,"3,2","1,9",32161,0
8050,o luna in thailanda,2013-06-26,Comédie,1h 25min,Paul Negoescu,"Paul Negoescu, Vlad Trandafir","Andrei Mateiu, Ioana Anastasia Anton, Sinziana Nicola",Roumanie,Epicentre Films,Box Office France,3 670,"3,2","2,5",6711,0
8051,museum hours,2013-12-18,Drame,1h 46min,Jem Cohen,Jem Cohen,"Mary Margaret O'Hara, Bobby Sommer, Ela Piplits",U.S.A.,Eurozoom,Box Office France,2 371,"3,2","2,8",6755,0
8052,la noche de enfrente,2012-07-11,Drame,1h 50min,Raoul Ruiz,Raoul Ruiz,"Christian Vadim, Sergio Hernandez, Valentina Vargas",Chili,Bodega Films,Box Office France,4 820,"4,1","2,7",147292,0
8053,black blood,2011-11-23,Drame,2h 03min,Miaoyan Zhang,"Miaoyan Zhang, Zhihong Yang","Danhui Mao, Mengjuan Liu,  Yingying",France,Arizona Distribution,Box Office France,589,"3,1","2,2",21182,0
8054,svet-ake,2011-03-02,Drame,1h 16min,Aktan Arym Kubat,"Talip Ibraimov, Aktan Arym Kubat","Aktan Arym Kubat, Taalaïkan Abazova, Askat Sulaimanov",France,ZED,Box Office France,6 575,"2,9","3,3",153416,0
8055,riga (take 1),2018-06-06,Drame,2h 20min,Siegfried, Siegfried,"Paulina Druka, Elita Klavina, Iveta Pole",Lettonie,22 entrées,Box Office France,42,"3,0",--,1785,0
8057,postales de leningrado,2009-03-11,Drame,1h 30min,Mariana Rondón,Mariana Rondón,"Greisy Mena, Laureano Olivares, William Cifuentes",Vénézuela,Colifilms Diffusion,Box Office France,1 136,"2,3","2,4",8962,90
8059,zoologiya,2017-03-15,"Drame, Fantastique",1h 27min,Ivan I. Tverdovsky,Ivan I. Tverdovsky,"Natalya Pavlenkova, Dmitri Groshev, Irina Chipizhenko",Russie,Arizona Distribution,Box Office France,1 582,"3,5","3,0",11022,1200000
8060,blanka,2016-08-31,Drame,1h 18min,Kohki Hasei,Kohki Hasei,"Cydel Gabutero, Peter Millari, Jomar Bisuyo",Italie,ASC Distribution,Box Office France,2 380,"3,2","3,3",7407,0
8061,voleur d'histoire,2016-06-29,Comédie dramatique,1h 23min,Frédéric Andrei,Frédéric Andrei,"Frédéric Andrei, Hervé Hiolle",France,Hévadis Films,Box Office France,154,"1,4","3,0",3135,0
8062,la dernière nuit,2014-06-25,Drame,1h 32min,Franck Llopis,Franck Llopis,"Rémi Boutet de Monvel, Antoine Fichaux, Pierre Laloy",France,Les Films à Fleur de Peau,Box Office France,90,"1,0","2,3",6028,0
8063,bashtata,2021-07-07,"Drame, Comédie",1h 27min,Kristina Grozeva,"Petar Valchanov, Kristina Grozeva, Petar Valchanov","Ivan Barnev, Ivan Savov, Margita Gosheva",Bulgarie,Urban Distribution,Box Office France,102,"2,8","2,5",78034,0
8064,cómprame un revólver,2019-03-20,Drame,1h 24min,Julio Hernández Cordón,Julio Hernández Cordón,"Matilde Hernandez, Ángel Leonel Corral, Fabiana Hernandez",Mexique,Rezo Films,Box Office France,2 118,"3,1","2,9",4592,0
8065,blakitna suknya,2017-05-31,Drame,1h 24min,Igor Minaev,"Igor Minaev, Olga Mikhaylova","Kevin Boise, Gabrielle Lazure, Boris Nevzorov",Ukraine,Cinéma Saint-André des Arts,Box Office France,178,"2,8","2,7",6279,0
8066,vi är bäst!,2014-06-04,"Comédie, Drame, Musical",1h 42min,Lukas Moodysson,Lukas Moodysson,"Mira Grosin, Mira Barkhammar, Liv LeMoyne",Suède,MK2 Diffusion,Box Office France,2 562,"3,2","3,3",23451,0
8067,offline,2013-06-19,Drame,1h 55min,Peter Monsaert,Peter Monsaert,"Wim Willaert, Anemone Valcke, Patricia Goemaere",Belgique,Mica Films,Box Office France,88,"3,3","3,5",10438,0
8068,risse im beton,2015-10-21,Drame,1h 45min,Umut Dağ,Petra Ladinigg,"Murathan Muslu, Alechan Tagaev, Ivan Kriznjak",Autriche,KMBO,Box Office France,1 056,"2,9","3,0",79844,0
8069,noces,2012-02-08,Drame,1h 32min,Philippe Béziat,"Philippe Béziat, Mirella Giardelli","Dominique Reymond, Mirella Giardelli, Olga Kokorina",France,Les Films Pelléas,Box Office France,1 220,"3,2","3,1",11541,0
8070,one o one,2012-06-27,Drame,1h 35min,Franck Guérin,Franck Guérin,"Yann Peira, Aleksandra Yermak, Cassandre Manet",France,KapFilms,Box Office France,180,"1,8","2,5",51259,0
8071,toto che visse due volte,2009-06-10,"Comédie, Drame",1h 35min,Daniele Cipri,"Francesco Maresto, Daniele Cipri, Lillo Iacolino","Salvatore Gattuso, Marcello Miranda, Carlo Giordano",Italie,Ed Distribution,Box Office France,2 120,"3,6","2,0",47867,0
8072,crime,2010-06-09,Comédie dramatique,1h 10min,Vincent Ostria,"Vincent Ostria, Philippe Petit","Philippe Petit, Eva Ionesco, Paul Nguyen",France,Les Productions Aléatoires,Box Office France,139,"2,9","1,9",15041,0
8073,baikonur,2013-10-23,"Comédie dramatique, Romance",1h 35min,Veit Helmer,"Sergej Ashkenazy, Veit Helmer","Alexander Asochakov, Marie de Villepin, Sitora Farmonova",Russie,Aramis Films,Box Office France,720,"3,1","3,2",22093,0
8074,sonhos roubados,2011-05-25,Drame,1h 25min,Sandra Werneck,"Paulo Halm, Michelle Franz","Nanda Costa, Amanda Diniz, Kika Farias",Brésil,Artédis,Box Office France,939,"2,8","3,4",125269,0
8075,el premio,2013-03-27,Drame,1h 55min,Paula Markovitch,Paula Markovitch,"Paula Galinelli Hertzog, Laura Agorreca, Sharon Herrera",Mexique,Zelig Films Distribution,Box Office France,4 052,"3,6","2,9",8130,0
8076,two gates of sleep,2011-12-14,Drame,1h 18min,Alistair Banks Griffin,Alistair Banks Griffin,"Brady Corbet, David Call, Karen Young",U.S.A.,Damned Distribution,Box Office France,730,"3,0","3,0",89103,0
8079,cea mai fericitã fatã din lume,2009-12-16,"Comédie dramatique, Drame, Comédie",1h 40min,Radu Jude,"Augustina Stanciu, Radu Jude","Andreea Bosneag, Violeta Haret, Vasile Muraru",Roumanie,Pyramide Distribution,Box Office France,3 850,"3,2","2,2",34654,0
8081,court,2016-05-11,"Drame, Bollywood",1h 56min,Chaitanya Tamhane,Chaitanya Tamhane,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni",Inde,Survivance,Box Office France,1 823,"3,9","3,3",7286,0
8082,petit indi,2010-02-10,Drame,1h 32min,Marc Recha,"Nadine Lamari, Marc Recha","Eduardo Noriega, Sergi López, Marc Soto",Espagne,Ad Vitam,Box Office France,4 207,"3,1","2,4",16960,0
8084,200 %,2013-12-04,Comédie,1h 25min,Nicolas Boone,"Olivier Bosson, Nicolas Boone, Olivier Bosson","Fabrice Noyer, Lisa Duwez, Nawel Matoug",France,Pointligneplan,Box Office France,36,"2,0","3,1",2288,0
8085,il villaggio di cartone,2014-01-29,Drame,1h 27min,Ermanno Olmi,Ermanno Olmi,"Michael Lonsdale, Rutger Hauer, Massimo de Francovich",Italie,Bodega Films,Box Office France,2 085,"3,3","2,7",12211,0
8086,heosuabideuleui ddang,2010-09-29,Drame,1h 20min,Gyeong-Tae Roh,Gyeong-Tae Roh,"Sun-Young Kim, Phuong Thi Bich, Adelyn Bacon",Corée du Sud,46 entrées,Box Office France,58,"3,0",--,6916,Erreur lors de la requête API 2.
8087,l'uomo che verrà,2013-01-16,"Drame, Historique, Guerre",1h 55min,Giorgio Diritti,"Giovanni Galavotti, Giorgio Diritti","Maya Sansa, Alba Rohrwacher, Eleonora Mazzoni",Italie,White Pictures,Box Office France,569,"2,6","3,6",7698,0
8088,vil romance,2009-11-25,Drame,1h 50min,José Celestino Campusano,José Celestino Campusano,"Nehuen Zapata, Oscar Génova, Marisa Pajaro",Argentine,Epicentre Films,Box Office France,1 544,"2,9","2,9",17011,0
8089,yek khanévadéh-e mohtaram,2012-10-31,Drame,1h 30min,Massoud Bakhshi,Massoud Bakhshi,"Babak Hamidian, Mehrdad Sedighian, Parivash Nazarieh",Iran,Pyramide Distribution,Box Office France,22 090,"3,0","3,2",189440,0
8090,gabhricha paus,2011-06-01,Comédie dramatique,1h 35min,Satish Manwar,Satish Manwar,"Girish Kulkarni, Sonali Kulkarni, Jyoti Subhash",Inde,Damned Distribution,Box Office France,1 078,"3,2","3,4",56348,0
8091,na-moo-eobs-neun san,2009-12-30,Drame,1h 29min,Kim So-yong,Kim So-yong,"Hee Yeon Kim, Song Hee Kim, Soo Ah Lee",U.S.A.,ASC Distribution,Box Office France,702,"3,5","3,1",6901,0
8092,bumažnyj soldat,2010-09-15,Comédie dramatique,1h 58min,Aleksey German Jr.,"Vladimir Arkusha, Aleksey German Jr.","Merab Ninidze, Chulpan Khamatova, Anastasya Shevelyova",Russie,ASC Distribution,Box Office France,2 141,"3,1","2,5",20645,Erreur lors de la requête API 2.
8093,tsili,2015-08-12,Drame,1h 28min,Amos Gitaï,"Amos Gitaï, Marie-Jose Sanselme","Sarah Adler, Meshi Olinki, Adam Tsekhman",Israël,Epicentre Films,Box Office France,3 132,"2,1","2,0",13741,0
8094,parís norðursins,2015-03-25,"Comédie, Drame",1h 35min,Hafsteinn Gunnar Sigurðsson,Huldar Breiðfjörð,"Björn Thors, Helgi Björnsson, Nanna Kristín Magnúsdóttir",Islande,Arizona Distribution,Box Office France,2 009,"2,8","3,3",8558,0
8095,les fables de starewitch,2011-02-09,Animation,1h 10min,Ladislas Starewitch,"Ladislas Starewitch, Irene Starewitch",Léona-Béatrice Martin-Starewitch,France,Les Acacias,Box Office France,2 050,"3,9","3,2",21022,0
8096,chantrapas,2010-09-22,Drame,2h 02min,Otar Iosseliani,Otar Iosseliani,"David Tarielashvili, Tamuna Karumidze, Fanny Gonin",France,Les Films du Losange,Box Office France,4 439,"3,5","1,9",9847,0
8097,el vuelco del cangrejo,2011-01-19,Drame,1h 35min,Oscar Ruíz Navia,Oscar Ruíz Navia,"Karent Hinestroza, Arnobio Salazar Rivas, Rodrigo Vélez",Colombie,Arizona Distribution,Box Office France,1 263,"2,9","3,0",11473,0
8098,die hannas,2017-12-27,"Comédie, Drame",1h 47min,Julia C. Kaiser,Julia C. Kaiser,"Anna König, Till Butterbach, Ines Marie Westernströer",Allemagne,ASC Distribution,Box Office France,429,"1,8","2,7",66828,0
8099,juze,2018-01-17,Drame,1h 34min,Miransha Naik,Miransha Naik,"Rushikesh Naïk, Sudesh Bhise, Prashanti Talpankar",Inde,Dulac Distribution,Box Office France,3 372,"2,9","3,3",8560,0
8100,les raisins de l'espoir,2016-04-27,Comédie dramatique,1h 24min,Tunç Okan,Tunç Okan,"Ahmet Mekin, Altan Erkekli, Norina Nobashari",Turquie,Chapeau Melon Distribution,Box Office France,112,"3,0",--,2011,0
8101,nos liens,2021-09-01,Drame,1h 02min,Franck Llopis,Franck Llopis,"Chantal Baroin, Alexia Sanchis, Roland Chao",France,Les Films à Fleur de Peau,Box Office France,12,"2,3",--,6692,0
8102,d'égal à égal - auf augenhöhe,2020-03-11,"Famille, Drame",1h 38min,Evi Goldbrunner,"Joachim Dollhopf, Evi Goldbrunner, Joachim Dollhopf","Jordan Prentice, Luis Vorbach, Ella Frey",Allemagne,Ciné Croisière,Box Office France,11,"3,0",--,8908,0
8103,chauthi koot,2016-06-08,Drame,1h 55min,Gurvinder Singh,"Gurvinder Singh, Waryam Singh Sandhyu","Suvinder Pal Vicky, Rajbir Kaur, Gurpreet Bhangu",Inde,Epicentre Films,Box Office France,807,"3,1","3,7",8858,0
8105,il padre d'italia,2018-08-15,Comédie dramatique,1h 32min,Fabio Mollo,"Fabio Mollo, Josella Porto","Luca Marinelli, Isabella Ragonese, Anna Ferruzzo",Italie,Paris Black Films,Box Office France,1 940,"3,5","3,6",10397,0
8106,los versos del olvido,2018-08-01,Drame,1h 32min,Alireza Khatami,Alireza Khatami,"Juan Margallo, Tomas del Estal, Manuel Moron",France,Bodega Films,Box Office France,1 077,"2,3","3,1",47158,0
8107,la noche de los girasoles,2007-07-25,Thriller,2h 03min,Jorge Sanchez-Cabezudo,Jorge Sanchez-Cabezudo,"Carmelo Gomez, Judith Diakhate, Celso Bugallo",France,ID Distribution,Box Office France,15 114,"3,1","3,0",27491,0
8108,amorosa soledad,2009-07-08,"Comédie dramatique, Romance",1h 16min,Martin Carranza,"Victoria Galardi, Victoria Galardi","Inés Efron, Nicolas Pauls, Fabian Vena",Argentine,Chrysalis Films,Box Office France,2 972,"3,1","3,0",62310,0
